country,iso3,g.whoregion,row.rank.ret,year.ret,source.ret,all.areas.covered.ret,area.desc.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi
Vanuatu,VUT,WPR,1,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,
Wallis and Futuna Islands,WLF,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,1,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,2,2013,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Yemen,YEM,EMR,1,2011,Survey,1,,A,129,,14.9,8.1,21.7,,3.2,0.1,6.3,,,,,,,,,,,,,,,,,,
Yemen,YEM,EMR,2,2004,Survey,1,,A,53,,11.32,4.27,23.03,,0,0,5.5,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1,2020,Surveillance,1,,A,19888,1249,,,,,,,,,,,,,19888,3647,,,,1290,,,,3647,,,
South Africa,ZAF,AFR,2,2014,Survey,1,,A,2165,,4.6,3.2,6,,2.5,1.2,3.7,,,7.1,4.8,9.5,,,,,,,,,,,,,
South Africa,ZAF,AFR,3,2002,Survey,1,,A,1465,,6.69,5.43,8.15,,1.23,0.73,1.94,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1001,2014,Survey,0,Eastern Cape province,A,284,,2.7,0.5,5,,1.2,0,2.4,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1002,2014,Survey,0,Free State province,A,173,,3.9,0.8,7,,3.4,0.5,6.3,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1003,2014,Survey,0,Gauteng province,A,175,,6.4,2.6,10,,2.8,0.3,5.3,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1004,2014,Survey,0,KwaZulu Natal province,A,141,,6.4,2.3,10,,2.4,0,4.9,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1005,2014,Survey,0,Limpopo province,A,185,,2.5,0,5.1,,3.5,0.5,6.5,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1006,2014,Survey,0,Mpumalanga province,A,169,,7.6,3.2,12,,7.8,3.5,12,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1007,2014,Survey,0,North West province,A,205,,4.3,1.4,7.1,,5.3,2.8,7.9,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1008,2014,Survey,0,Northern Cape province,A,359,,2.6,0.8,4.3,,2.4,0.5,4.3,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1009,2014,Survey,0,Western Cape province,A,474,,4.5,2.1,7,,1.5,0.5,2.5,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1010,2002,Survey,0,Eastern Cape Province,A,283,,7.42,4.65,11.12,,0.35,0.01,1.95,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1011,2002,Survey,0,Free State Province,A,174,,1.72,0.36,4.96,,1.15,0.14,4.09,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1012,2002,Survey,0,Gauteng Province,A,165,,5.45,2.52,10.1,,0.61,0.02,3.33,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1013,2002,Survey,0,Kwazulu-Natal Province,A,207,,7.73,4.48,12.25,,0.97,0.12,3.45,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1014,2002,Survey,0,Mpumalanga Province,A,175,,13.71,8.99,19.72,,2.29,0.63,5.75,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1015,2002,Survey,0,North West Province,A,188,,6.91,3.73,11.53,,2.66,0.87,6.1,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1016,2002,Survey,0,Western Cape Province,A,228,,3.95,1.82,7.36,,0,0,1.31,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1017,2001,Survey,0,Limpopo Province,A,88,,6.82,2.54,14.25,,3.41,0.71,9.64,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1018,1997,Survey,0,Mpumalanga Province,A,100,,8,3.52,15.16,,1,0.03,5.45,,,,,,,,,,,,,,,,,,
Zambia,ZMB,AFR,1,2020,Surveillance,1,,A,46,15,,,,,,,,,,,,,1855,88,,,,19,,,,19,,,
Zambia,ZMB,AFR,2,2008,Survey,1,,A,136,,8.1,4.1,14,,10.3,5.7,16.6,,,,,,,,,,,,,,,,,,
Zambia,ZMB,AFR,3,2000,Survey,1,,A,44,,2.27,0.06,12.02,,0,0,6.58,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,1,2020,Surveillance,1,,A,90,37,,,,,,,,,,,,,410,100,,,,37,,,,46,,,
Zimbabwe,ZWE,AFR,2,2016,Survey,1,,A,141,,6.4,2.4,10.3,,,,,141,,14.2,8.9,19.5,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,3,1995,Survey,1,,A,36,,8.33,1.75,22.47,,0,0,7.98,,,,,,,,,,,,,,,,,,
